Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,score
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Karlovic I.,Smyczek T.,125,103,448,536,2.0,1.72,6-4 7-6 7-5  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Devvarman S.,Devvarman S.,78,551,672,52,1.36,3.0,3-6 2-6 3-6  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Monaco J.,Kuznetsov An.,79,12,660,2430,3.75,1.25,7-6 6-1 6-1  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Brugues-Davi A.,Lopez F.,Lopez F.,198,42,241,1005,5.0,1.16,3-6 2-6 4-6  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Ito T.,Millman J.,Ito T.,84,184,633,279,3.75,1.25,6-4 6-4 3-6 0-6 7-5
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Janowicz J.,Janowicz J.,80,26,658,1299,3.4,1.3,5-7 4-6 3-6  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Rochus O.,Ferrer D.,5,126,6505,447,1.02,19.0,6-3 6-4 6-2  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Lacko L.,Lacko L.,69,44,714,917,2.5,1.5,2-6 4-6 6-7  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Troicki V.,Stepanek R.,34,37,1090,1030,2.5,1.5,5-7 4-6 6-3 6-3 7-5
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Bautista R.,Bautista R.,47,56,880,786,1.72,2.0,0-6 6-2 4-6 6-3 1-6
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Munoz-De La Nava D.,Querrey S.,22,174,1650,305,1.07,9.0,6-7 6-4 6-2 6-4 
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Tipsarevic J.,Tipsarevic J.,81,9,645,3090,2.2,1.61,6-7 5-7 3-6  
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Lorenzi P.,Anderson K.,31,59,1170,769,1.07,9.0,3-6 7-6 6-3 6-4 
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Ramos A.,Baghdatis M.,Baghdatis M.,51,35,830,1070,8.0,1.08,7-6 6-7 4-6 6-3 3-6
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Haase R.,Murray A.,3,53,8000,800,1.01,23.0,6-3 6-1 6-3  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Kavcic B.,Kavcic B.,33,93,1112,569,1.33,3.25,3-6 1-6 3-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Williams R.,Mayer F.,28,194,1215,253,1.14,5.5,2-6 3-6 6-2 7-6 6-1
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Smith J.P.,Sousa J.,Sousa J.,237,100,201,552,2.2,1.61,4-6 1-6 4-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Stakhovsky S.,Berankis R.,110,102,501,538,1.5,2.5,6-2 7-6 7-5  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Zeballos H.,Seppi A.,Seppi A.,67,23,725,1595,4.33,1.2,2-6 4-6 2-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Sijsling I.,Istomin D.,50,65,840,738,1.38,2.87,4-6 6-3 6-4 6-2 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Hajek J.,Raonic M.,Raonic M.,104,15,527,2175,15.0,1.03,6-3 1-6 2-6 6-7 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Saville L.,Soeda G.,73,349,701,124,1.14,5.5,6-7 6-3 6-2 6-3 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mitchell B.,Duckworth J.,Duckworth J.,334,223,131,210,2.37,1.53,4-6 6-7 6-4 7-5 6-8
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Ouanna J.,Falla A.,54,118,796,474,1.28,3.5,6-4 7-5 6-4  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Menendez-Maceiras A.,Chardy J.,Chardy J.,233,36,205,1063,4.33,1.2,6-7 7-6 2-6 1-6 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Weintraub A.,Pella G.,Weintraub A.,196,97,244,564,2.0,1.72,7-6 7-5 6-2  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Kohlschreiber P.,Kohlschreiber P.,98,19,561,1830,6.5,1.11,2-6 3-6 4-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Llodra M.,Tsonga J.W.,8,52,3375,823,1.08,8.0,6-4 7-5 6-2  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Federer R.,Federer R.,46,2,900,10265,21.0,1.01,2-6 4-6 1-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Levine J.,Robredo T.,Levine J.,88,107,580,515,1.61,2.2,7-6 6-7 6-4 6-4 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Wu D.,Dodig I.,Dodig I.,186,74,273,692,6.0,1.12,5-7 6-4 3-6 3-6 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Zemlja G.,Granollers M.,32,58,1125,770,1.61,2.2,7-6 7-6 1-0  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Matosevic M.,Cilic M.,Cilic M.,48,14,845,2210,5.5,1.14,4-6 5-7 2-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,Baker J.,Rosol L.,75,246,679,194,1.28,3.5,7-6 7-5 6-2  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Del Potro J.M.,Del Potro J.M.,170,7,315,4480,10.0,1.06,1-6 2-6 2-6  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Haas T.,Nieminen J.,70,21,710,1720,3.0,1.36,7-6 4-6 6-3 4-6 8-6
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Becker B.,Becker B.,77,66,673,733,1.61,2.2,6-4 3-6 5-7 6-7 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Volandri F.,Simon G.,16,87,2145,582,1.04,13.0,2-6 6-3 6-2 6-2 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ramirez-Hidalgo R.,Lu Y.H.,Lu Y.H.,91,61,577,759,10.0,1.06,2-6 1-6 6-4 1-6 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Montanes A.,Gasquet R.,10,96,2720,565,1.02,19.0,7-5 6-2 6-1  
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Davydenko N.,Davydenko N.,113,40,487,1015,5.5,1.14,6-3 1-6 5-7 3-6 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ram R.,Garcia-Lopez G.,Ram R.,130,85,433,624,2.75,1.4,6-4 6-4 3-6 6-2 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Brands D.,Brands D.,30,120,1175,469,2.1,1.66,3-6 6-3 3-6 4-6 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Dolgopolov O.,Monfils G.,86,20,600,1750,2.25,1.57,6-7 7-6 6-3 6-3 
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mayer L.,Tomic B.,Tomic B.,72,43,702,985,11.0,1.05,3-6 2-6 3-6  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Gimeno-Traver D.,Almagro N.,11,71,2515,704,1.08,8.0,6-4 6-1 6-2  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Berlocq C.,Nishikori K.,Nishikori K.,68,18,720,1870,11.0,1.05,6-7 4-6 1-6  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Janowicz J.,Devvarman S.,Janowicz J.,26,551,1299,52,1.18,4.5,6-7 3-6 6-1 6-0 7-5
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Baker B.,Querrey S.,Querrey S.,57,22,776,1650,5.5,1.14,7-6 1-1   
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Bautista R.,Melzer J.,29,56,1177,786,1.8,1.9,6-7 6-3 6-7 6-3 6-2
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Rufin G.,Berdych T.,Berdych T.,92,6,574,4680,17.0,1.02,2-6 2-6 4-6  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Donskoy E.,Youzhny M.,Donskoy E.,82,25,637,1335,4.0,1.22,3-6 7-6 6-2 3-6 6-3
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Kamke T.,Wawrinka S.,Wawrinka S.,90,17,577,1900,5.5,1.14,3-6 6-7   
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Smyczek T.,Ferrer D.,5,125,6505,448,1.01,26.0,6-0 7-5 4-6 6-3 
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Ito T.,Baghdatis M.,Baghdatis M.,84,35,633,1070,8.0,1.08,6-3 3-6 2-6 2-6 
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Benneteau J.,Roger-Vasselin E.,Benneteau J.,38,101,1015,539,1.18,4.5,4-6 7-5 7-6 7-6 
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Stepanek R.,Stepanek R.,42,34,1005,1090,1.72,2.0,2-6 2-6 4-6  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Tipsarevic J.,Lacko L.,Tipsarevic J.,9,44,3090,917,1.12,6.0,6-3 6-4 3-6 4-6 7-5
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Kuznetsov An.,Anderson K.,Anderson K.,79,31,660,1170,5.0,1.16,1-6 5-7 4-6  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Malisse X.,Verdasco F.,24,55,1445,791,1.57,2.25,6-1 6-3 6-2  
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Harrison R.,Djokovic N.,Djokovic N.,62,1,754,12920,34.0,1.002,1-6 2-6 3-6  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Berankis R.,Mayer F.,Berankis R.,110,28,501,1215,1.72,2.0,6-2 6-3 6-1  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Istomin D.,Seppi A.,Seppi A.,50,23,840,1595,2.5,1.5,6-7 7-5 7-6 6-7 2-6
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Soeda G.,Tsonga J.W.,8,73,3375,701,1.02,19.0,6-3 7-6 6-3  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Weintraub A.,Kohlschreiber P.,Kohlschreiber P.,196,19,244,1830,11.0,1.05,2-6 6-7 4-6  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kavcic B.,Duckworth J.,Kavcic B.,93,223,569,210,1.38,2.87,3-6 6-3 6-4 6-7 10-8
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rosol L.,Raonic M.,Raonic M.,75,15,679,2175,4.5,1.18,6-7 2-6 3-6  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Sousa J.,Murray A.,3,100,8000,552,1.0,41.0,6-2 6-2 6-4  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Brands D.,Tomic B.,Tomic B.,120,43,469,985,6.5,1.11,7-6 5-7 6-7 6-7 
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Chardy J.,Granollers M.,Chardy J.,36,32,1063,1125,2.1,1.66,6-3 3-6 6-1 6-2 
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ram R.,Cilic M.,Cilic M.,130,14,433,2210,10.0,1.06,5-7 2-6 4-6  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Levine J.,Simon G.,16,88,2145,580,1.4,2.75,2-6 6-3 7-6 6-2 
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Lu Y.H.,Monfils G.,Monfils G.,61,86,759,600,3.4,1.3,6-7 6-4 6-0 1-6 6-8
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dodig I.,Nieminen J.,Dodig I.,74,70,692,710,2.87,1.38,6-3 6-7 6-3 6-7 6-1
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Davydenko N.,Federer R.,Federer R.,40,2,1015,10265,13.0,1.04,3-6 4-6 4-6  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Del Potro J.M.,Becker B.,Del Potro J.M.,7,66,4480,733,1.02,19.0,6-2 6-4 6-2  
Australian Open,2013-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Falla A.,Gasquet R.,Gasquet R.,54,10,796,2720,8.0,1.08,3-6 2-6 2-6  
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Tipsarevic J.,Benneteau J.,Tipsarevic J.,9,38,3090,1015,1.28,3.5,3-6 6-4 2-6 6-4 6-3
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Stepanek R.,Djokovic N.,Djokovic N.,34,1,1090,12920,41.0,1.0,4-6 3-6 5-7  
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Verdasco F.,Anderson K.,31,24,1170,1445,1.66,2.2,4-6 6-3 4-6 7-6 6-2
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Janowicz J.,Almagro N.,Almagro N.,26,11,1299,2515,3.0,1.4,6-7 6-7 1-6  
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Donskoy E.,Nishikori K.,18,82,1870,637,1.1,7.0,7-6 6-2 6-3  
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Querrey S.,Wawrinka S.,Wawrinka S.,22,17,1650,1900,2.25,1.61,6-7 5-7 4-6  
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Melzer J.,Berdych T.,6,29,4680,1177,1.07,9.0,6-3 6-2 6-2  
Australian Open,2013-01-18,Grand Slam,Outdoor,Hard,3rd Round,5,Baghdatis M.,Ferrer D.,Ferrer D.,35,5,1070,6505,6.0,1.12,4-6 2-6 3-6  
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Dodig I.,Gasquet R.,10,74,2720,692,1.07,9.0,4-6 6-3 7-6 6-0 
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Chardy J.,Chardy J.,7,36,4480,1063,1.04,13.0,3-6 3-6 7-6 6-3 3-6
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Cilic M.,Seppi A.,23,14,1595,2210,2.87,1.4,6-7 6-3 2-6 6-4 6-2
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Berankis R.,Murray A.,Murray A.,110,3,501,8000,26.0,1.01,3-6 4-6 5-7  
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Kavcic B.,Tsonga J.W.,8,93,3375,569,1.02,19.0,6-2 6-1 6-4  
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,Raonic M.,Raonic M.,19,15,1830,2175,2.25,1.61,6-7 3-6 4-6  
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Tomic B.,Federer R.,2,43,10265,985,1.08,8.0,6-4 7-6 6-1  
Australian Open,2013-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Simon G.,Simon G.,86,16,600,2145,2.5,1.53,4-6 4-6 6-4 6-1 6-8
Australian Open,2013-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Nishikori K.,Ferrer D.,5,18,6505,1870,1.2,4.5,6-2 6-1 6-4  
Australian Open,2013-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Tipsarevic J.,Almagro N.,Almagro N.,9,11,3090,2515,2.1,1.72,2-6 1-5   
Australian Open,2013-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Anderson K.,Berdych T.,6,31,4680,1170,1.2,4.5,6-3 6-2 7-6  
Australian Open,2013-01-20,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Djokovic N.,Djokovic N.,17,1,1900,12920,19.0,1.02,6-1 5-7 4-6 7-6 10-12
Australian Open,2013-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Chardy J.,Seppi A.,Chardy J.,36,23,1063,1595,2.5,1.53,5-7 6-3 6-2 6-2 
Australian Open,2013-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Gasquet R.,Tsonga J.W.,Tsonga J.W.,10,8,2720,3375,2.5,1.53,4-6 6-3 3-6 2-6 
Australian Open,2013-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Simon G.,Murray A.,3,16,8000,2145,1.02,19.0,6-3 6-1 6-3  
Australian Open,2013-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Federer R.,Federer R.,15,2,2175,10265,7.0,1.11,4-6 6-7 2-6  
Australian Open,2013-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrer D.,Almagro N.,Ferrer D.,5,11,6505,2515,1.14,5.5,4-6 4-6 7-5 7-6 6-2
Australian Open,2013-01-22,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Djokovic N.,Djokovic N.,6,1,4680,12920,5.0,1.16,1-6 6-4 1-6 4-6 
Australian Open,2013-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Murray A.,Chardy J.,Murray A.,3,36,8000,1063,1.04,13.0,6-4 6-1 6-2  
Australian Open,2013-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsonga J.W.,Federer R.,Federer R.,8,2,3375,10265,5.0,1.16,6-7 6-4 6-7 6-3 3-6
Australian Open,2013-01-24,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Ferrer D.,Djokovic N.,1,5,12920,6505,1.08,8.0,6-2 6-2 6-1  
Australian Open,2013-01-25,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Murray A.,Murray A.,2,3,10265,8000,2.3,1.61,4-6 7-6 3-6 7-6 2-6
Australian Open,2013-01-27,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Murray A.,Djokovic N.,1,3,12920,8000,1.53,2.62,6-7 7-6 6-3 6-2 
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Darcis S.,Darcis S.,161,94,340,561,1.44,2.62,4-6 6-7   
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Hajek J.,Sela D.,Hajek J.,97,107,538,502,3.0,1.36,2-6 7-5 6-1  
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Serra F.,Nieminen J.,Nieminen J.,144,67,376,720,3.0,1.36,3-6 2-6   
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Hanescu V.,Olaso G.,Hanescu V.,59,296,753,149,1.33,3.25,6-1 7-6   
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Menendez-Maceiras A.,Paire B.,Paire B.,207,43,224,900,4.0,1.22,0-6 2-6   
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Monfils G.,Bemelmans R.,Monfils G.,108,118,495,453,1.16,5.0,7-5 6-4   
Open Sud de France,2013-02-05,ATP250,Indoor,Hard,1st Round,3,Mathieu P.H.,Stakhovsky S.,Stakhovsky S.,54,105,793,503,1.36,3.0,4-6 4-6   
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,1st Round,3,Troicki V.,Pouille L.,Troicki V.,39,405,995,93,1.16,5.0,6-4 7-5   
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Brugues-Davi A.,Brugues-Davi A.,155,184,356,268,3.0,1.36,7-6 3-6 6-7  
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,1st Round,3,Benneteau J.,Ungur A.,Benneteau J.,38,100,1015,528,1.04,13.0,6-3 4-2   
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,1st Round,3,Roger-Vasselin E.,Ito T.,Ito T.,98,84,536,613,1.25,3.75,6-3 6-7 5-7  
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,1st Round,3,Llodra M.,De Schepper K.,Llodra M.,62,110,743,483,1.36,3.0,6-3 6-3   
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,2nd Round,3,Davydenko N.,Nieminen J.,Nieminen J.,37,67,1050,720,1.53,2.37,3-6 6-7   
Open Sud de France,2013-02-06,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Darcis S.,Paire B.,43,94,900,561,1.36,3.0,4-6 7-6 6-4  
Open Sud de France,2013-02-07,ATP250,Indoor,Hard,2nd Round,3,Troicki V.,Hajek J.,Hajek J.,39,97,995,538,1.25,3.75,0-6 2-4   
Open Sud de France,2013-02-07,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Brugues-Davi A.,Simon G.,14,184,2235,268,1.08,8.0,7-6 6-2   
Open Sud de France,2013-02-07,ATP250,Indoor,Hard,2nd Round,3,Ito T.,Stakhovsky S.,Stakhovsky S.,84,105,613,503,2.75,1.4,7-6 4-6 6-7  
Open Sud de France,2013-02-07,ATP250,Indoor,Hard,2nd Round,3,Llodra M.,Tipsarevic J.,Llodra M.,62,9,743,3180,2.1,1.66,6-3 7-6   
Open Sud de France,2013-02-07,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,Gasquet R.,Gasquet R.,108,10,495,2720,2.37,1.53,3-6 6-2 3-6  
Open Sud de France,2013-02-07,ATP250,Indoor,Hard,2nd Round,3,Benneteau J.,Hanescu V.,Benneteau J.,38,59,1015,753,1.18,4.5,6-4 6-4   
Open Sud de France,2013-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Hajek J.,Llodra M.,Llodra M.,97,62,538,743,7.0,1.1,6-7 1-6   
Open Sud de France,2013-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Nieminen J.,Stakhovsky S.,Nieminen J.,67,105,720,503,1.3,3.4,4-6 6-3 7-6  
Open Sud de France,2013-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,Paire B.,Paire B.,14,43,2235,900,1.44,2.62,5-7 6-7   
Open Sud de France,2013-02-08,ATP250,Indoor,Hard,Quarterfinals,3,Gasquet R.,Benneteau J.,Gasquet R.,10,38,2720,1015,1.36,3.0,6-1 4-6 6-1  
Open Sud de France,2013-02-09,ATP250,Indoor,Hard,Semifinals,3,Llodra M.,Paire B.,Paire B.,62,43,743,900,1.5,2.5,6-4 3-6 1-6  
Open Sud de France,2013-02-09,ATP250,Indoor,Hard,Semifinals,3,Gasquet R.,Nieminen J.,Gasquet R.,10,67,2720,720,1.22,4.0,6-3 3-6 6-2  
Open Sud de France,2013-02-10,ATP250,Indoor,Hard,The Final,3,Paire B.,Gasquet R.,Gasquet R.,43,10,900,2720,4.0,1.25,2-6 3-6   
VTR Open,2013-02-04,ATP250,Outdoor,Clay,1st Round,3,Giraldo S.,Alund M.,Giraldo S.,72,111,708,482,1.33,3.25,4-6 7-5 6-3  
VTR Open,2013-02-04,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,Volandri F.,Volandri F.,75,87,682,582,1.38,2.87,2-6 1-6   
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Lajovic D.,Garin C.,920,166,11,335,6.5,1.11,6-3 6-4   
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Rufin G.,Rufin G.,91,93,575,564,2.75,1.4,3-6 4-6   
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Kuznetsov An.,Berlocq C.,81,76,615,678,1.44,2.62,6-2 6-1   
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Delbonis F.,Delbonis F.,92,128,570,418,3.4,1.3,6-2 6-7 6-7  
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Robredo T.,Riba P.,Robredo T.,102,636,525,35,1.1,7.0,6-2 6-2   
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Schwartzman D.,Zeballos H.,Zeballos H.,168,73,323,708,2.25,1.57,6-1 2-6 2-6  
VTR Open,2013-02-05,ATP250,Outdoor,Clay,1st Round,3,Montanes A.,Massu N.,Montanes A.,101,578,527,44,1.2,4.33,6-7 6-3 6-4  
VTR Open,2013-02-06,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Gimeno-Traver D.,Gimeno-Traver D.,88,64,581,739,3.0,1.36,4-6 6-4 1-6  
VTR Open,2013-02-06,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,Dutra Silva R.,Ramos A.,50,114,830,474,1.33,3.25,6-4 6-1   
VTR Open,2013-02-06,ATP250,Outdoor,Clay,1st Round,3,Naso G.,Lorenzi P.,Lorenzi P.,200,57,232,760,2.25,1.57,1-6 4-6   
VTR Open,2013-02-06,ATP250,Outdoor,Clay,2nd Round,3,Rufin G.,Monaco J.,Rufin G.,93,15,564,2220,4.0,1.22,7-6 6-4   
VTR Open,2013-02-06,ATP250,Outdoor,Clay,2nd Round,3,Giraldo S.,Berlocq C.,Berlocq C.,72,81,708,615,2.62,1.44,5-7 6-4 4-6  
VTR Open,2013-02-06,ATP250,Outdoor,Clay,2nd Round,3,Nadal R.,Delbonis F.,Nadal R.,5,128,5400,418,1.03,15.0,6-3 6-2   
VTR Open,2013-02-07,ATP250,Outdoor,Clay,2nd Round,3,Volandri F.,Ramos A.,Ramos A.,87,50,582,830,2.75,1.4,7-6 3-6 5-7  
VTR Open,2013-02-07,ATP250,Outdoor,Clay,2nd Round,3,Zeballos H.,Andujar P.,Zeballos H.,73,45,708,880,1.5,2.5,6-3 6-3   
